Batches,Layer,Method,Kendall_Tau,Spearman,Top30_Overlap_Pct
100,layer1.0.conv3,Fisher Diag,0.9305555555555556,0.991620879120879,94.73684210526315
100,layer1.0.conv3,Taylor 1st-order,0.9305555555555556,0.991620879120879,94.73684210526315
100,layer1.0.conv3,Gradient Magnitude,0.7172619047619047,0.8928571428571428,73.68421052631578
100,layer1.0.conv3,Magnitude (Sigma),0.8581349206349206,0.971474358974359,94.73684210526315
100,layer1.0.conv3,Energy (Sigma^2),0.8581349206349206,0.971474358974359,94.73684210526315
100,layer1.0.conv3,True Loss Increase,0.6497892096677254,0.8285177901446388,89.47368421052632
100,layer1.1.conv1,Hessian Full,1.0,0.9999999999999998,100.0
100,layer1.1.conv1,Hessian Diag,1.0,0.9999999999999998,100.0
100,layer1.1.conv1,Fisher Full,1.0,0.9999999999999998,100.0
100,layer1.1.conv1,Fisher Diag,0.9365079365079365,0.9918040293040291,94.73684210526315
100,layer1.1.conv1,Taylor 1st-order,0.9365079365079365,0.9918040293040291,94.73684210526315
100,layer1.1.conv1,Gradient Magnitude,0.7589285714285715,0.9093406593406593,84.21052631578947
